budget,runtime,genres,production_companies,production_countries,release_year,popularity,vote_count,original_language,cast_count,crew_count,revenue,rating,success_class
75000000,86,"['Family', 'Animation', 'Adventure', 'Comedy']","['Pacific Data Images', 'DreamWorks Animation']",['US'],2005,15.2459,11409,en,20,258,542064525,6.917,Hit
150000000,115,"['Adventure', 'Comedy', 'Family', 'Fantasy']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'The Zanuck Company', 'Plan B Entertainment', 'Theobald Film Productions']","['GB', 'US']",2005,14.7029,15810,en,49,202,475000000,7.04,Hit
130000000,144,"['Drama', 'Action', 'Adventure', 'History', 'War']","['Scott Free Productions', 'BK', 'KOH', 'Reino del Cielo', 'Inside Track 3', '20th Century Fox', 'Babelsberg Film']","['DE', 'ES', 'GB', 'US']",2005,13.599,4710,en,36,220,218366336,7.0,Hit
110000000,120,"['Action', 'Comedy', 'Drama', 'Thriller']","['Regency Enterprises', 'New Regency Pictures', 'Summit Entertainment', 'Weed Road Pictures', 'Epsilon Motion Pictures']","['CH', 'US']",2005,12.8453,10940,en,101,329,487287646,6.689,Hit
207000000,188,"['Adventure', 'Drama', 'Action']","['Universal Pictures', 'WingNut Films', 'Big Primate Pictures', 'MFPV Film']","['NZ', 'US', 'DE']",2005,10.1826,8290,en,51,259,562363449,6.887,Hit
132000000,117,"['Adventure', 'Thriller', 'Science Fiction']","['Paramount Pictures', 'DreamWorks Pictures', 'Amblin Entertainment', 'Cruise/Wagner Productions']",['US'],2005,11.3313,8880,en,115,275,603873119,6.526,Hit
40000000,77,"['Romance', 'Fantasy', 'Animation']","['Tim Burton Productions', 'LAIKA', 'Patalex Productions', 'Warner Bros. Pictures', 'Will Vinton Studios']","['GB', 'US']",2005,11.5768,9929,en,16,262,118133252,7.584,Average
100000000,121,"['Fantasy', 'Action', 'Horror']","['Village Roadshow Pictures', 'Lonely Film Productions', ""The Donners' Company"", 'Batfilm Productions', 'Weed Road Pictures', 'Warner Bros. Pictures', '3 Arts Entertainment', 'DC Vertigo']","['DE', 'US']",2005,10.1866,7752,en,36,380,230900000,7.115,Hit
113000000,140,"['Adventure', 'Action', 'Science Fiction']",['Lucasfilm Ltd.'],['US'],2005,9.6547,14541,en,110,164,850000000,7.456,Hit
8000000,81,"['Animation', 'Comedy', 'Family', 'Crime', 'Mystery']","['Kanbar Entertainment', 'Kanbar Animation', 'Blue Yonder Films']",['US'],2005,9.0323,1847,en,27,56,110000000,6.263,Average
0,100,['Drama'],"['Pentagrama Films', 'Bess Movie']","['IT', 'ES']",2005,8.4833,584,it,34,53,7450832,4.61,Flop
35000000,99,"['Adventure', 'Comedy', 'Family']","['Max Stronghold Productions Inc.', 'Walt Disney Pictures', 'Gunn Films']",['US'],2005,8.0325,2400,en,34,79,86369815,6.251,Average
33000000,83,"['Action', 'Comedy', 'Crime']","['New Line Cinema', 'Fried Films']","['US', 'DE', 'TR', 'FR']",2005,6.122,601,en,25,47,13485145,5.808,Flop
8000000,116,"['Crime', 'Drama', 'Music']","['MTV Films', 'New Deal Productions', 'Paramount Classics', 'Paramount Pictures']",['US'],2005,7.7403,421,en,41,39,23563727,7.148,Flop
100000000,106,"['Action', 'Fantasy', 'Science Fiction']","['Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG', '1492 Pictures', 'Marvel Enterprises', '20th Century Fox', 'Bernd Eichinger Productions', 'Constantin Film']","['DE', 'US']",2005,7.4784,9782,en,103,328,333535934,5.802,Hit
45000000,103,"['Action', 'Crime']","['EuropaCorp', 'Danny the Dog Productions', 'TF1 Films Production', 'Qian Yian International', 'Current Entertainment', 'Universal Pictures']","['CN', 'FR', 'GB', 'US']",2005,7.6748,2107,en,111,54,50871113,6.939,Average
70000000,118,"['Comedy', 'Drama', 'Romance']","['Columbia Pictures', 'Overbrook Entertainment']",['US'],2005,6.8954,6065,en,63,117,371600000,6.573,Hit
88000000,144,"['Romance', 'Drama', 'History']","['Universal Pictures', 'Miramax', 'Imagine Entertainment', 'Parkway Productions', 'Brian Grazer Productions']",['US'],2005,7.9837,2327,en,109,78,108539911,7.565,Average
40000000,124,"['Crime', 'Thriller']","['Dimension Films', 'Troublemaker Studios', 'Miramax']",['US'],2005,7.0744,8590,en,76,173,158733820,7.461,Average
9000000,86,"['Crime', 'Drama']","['Media 8 Entertainment', 'New Line Cinema']","['DE', 'US']",2005,7.0505,337,en,30,20,371000,5.255,Flop
14000000,134,"['Drama', 'Romance']","['Focus Features', 'River Road Entertainment', 'Alberta Film Entertainment']","['CA', 'US']",2005,7.3336,7366,en,51,99,178043761,7.786,Average
39000000,119,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['Universal Pictures', 'Barry Mendel Productions']",['US'],2005,6.1795,3737,en,48,248,38869464,7.365,Flop
40000000,113,"['Mystery', 'Horror', 'Thriller']","['Village Roadshow Pictures', 'Dark Castle Entertainment', 'Warner Bros. Pictures']",['US'],2005,6.8908,3225,en,15,150,68766121,6.015,Average
25000000,97,"['Fantasy', 'Comedy', 'Family']","['Metro-Goldwyn-Mayer', 'Three Strange Angels', 'Nanny McPhee Productions', 'Working Title Films', 'StudioCanal', 'Universal Pictures']","['FR', 'GB', 'US']",2005,6.791,3158,en,21,36,123276807,6.7,Average
25000000,98,"['Family', 'Drama', 'Comedy']","['Walt Disney Pictures', 'Bridget Johnson Films', 'Skate Away Productions']","['US', 'CA']",2005,7.398,930,en,60,51,27645491,6.397,Flop
45000000,95,"['Family', 'Comedy']",['Mosaic Media Group'],['US'],2005,6.2805,664,en,64,37,56070433,5.8,Average
100000000,90,"['Comedy', 'Crime']","['JC 23 Entertainment', 'Imagine Entertainment', 'Columbia Pictures']",['US'],2005,6.2961,2581,en,77,159,202026112,6.212,Average
22000000,102,"['Comedy', 'Drama', 'Romance']","['Universal Pictures', 'Team Todd', 'Prime Film Productions LLC', 'Younger Than You']",['US'],2005,6.5889,828,en,51,20,67900000,6.0,Average
3000000,94,"['Comedy', 'Romance']","['LIFT Productions', 'Eden Rock Media', 'Lions Gate Films']",['US'],2005,6.7101,954,en,40,18,18637690,6.201,Flop
50000000,92,"['Adventure', 'Family', 'Science Fiction']",['Troublemaker Studios'],['US'],2005,7.1216,1578,en,20,70,72000000,5.202,Average
150000000,81,"['Animation', 'Family', 'Comedy']","['Walt Disney Pictures', 'Walt Disney Feature Animation']",['US'],2005,7.3502,4066,en,34,77,314400000,5.904,Hit
130000000,124,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']","['Baldwin Entertainment Group', 'Desertlands Entertainment', 'Mace Neufeld Productions', 'KanZaman Productions', 'J.K. Livin Productions', 'Moguletta', 'Babelsberg Film', 'Walden Media', 'Summit Entertainment', 'Dune Films', 'Bristol Bay Productions']","['DE', 'MA', 'ES', 'GB', 'US']",2005,6.6207,1578,en,38,525,119269486,5.911,Average
19000000,103,"['Comedy', 'Drama', 'Romance']","['Fox 2000 Pictures', 'The Family Stone', 'Major Studio Partners', 'Michael London Productions', 'Pan Productions', '20th Century Fox Television']",['US'],2005,6.5842,1095,en,26,256,92884429,6.292,Average
90000000,113,"['Drama', 'Comedy', 'Crime']","['Callahan Filmworks', 'Paramount Pictures', 'MTV Films', 'Columbia Pictures', 'Happy Madison Productions']",['US'],2005,6.4472,3573,en,83,166,191466556,6.664,Average
27000000,115,"['Drama', 'Thriller', 'Crime', 'Mystery']","['Revolver Pictures Co.', 'Toff Guy Films', 'EuropaCorp', 'Isle of Man Film']","['FR', 'GB']",2005,6.3518,1474,en,45,98,7164778,6.344,Flop
100000000,90,"['Comedy', 'Crime']","['JC 23 Entertainment', 'Imagine Entertainment', 'Columbia Pictures']",['US'],2005,6.2961,2581,en,77,159,202026112,6.212,Average
45000000,95,"['Family', 'Comedy']",['Mosaic Media Group'],['US'],2005,6.2805,664,en,64,37,56070433,5.8,Average
0,105,"['Comedy', 'Music', 'Romance']","['United Artists', 'Icon Entertainment International', 'GreeneStreet Films', 'Janus Films']","['GB', 'US']",2005,6.1906,149,en,87,158,2945242,5.931,Flop
39000000,119,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['Universal Pictures', 'Barry Mendel Productions']",['US'],2005,6.1795,3737,en,48,248,38869464,7.365,Flop
33000000,83,"['Action', 'Comedy', 'Crime']","['New Line Cinema', 'Fried Films']","['US', 'DE', 'TR', 'FR']",2005,6.122,601,en,25,47,13485145,5.808,Flop
0,90,['Drama'],"['AGAV Films', 'Agat Films & Cie / Ex Nihilo', 'ARTE France Cinéma', 'Bac Films', 'Agav Hafakot', 'Hamon Hafakot', 'Artémis Productions', 'RTBF', 'Cinéart', 'Golem', 'United King Films', 'SCOPE Invest', 'yes', 'Channel 10']","['IL', 'FR', 'ES', 'BE']",2005,6.1031,53,en,11,48,427083,5.4,Flop
50000000,130,"['Crime', 'Drama', 'Family']","['ETIC Films', 'R.P. Productions', 'Runteam III Ltd.']","['CZ', 'FR', 'IT', 'GB']",2005,6.1021,1218,en,38,21,42580321,6.746,Flop
30000000,102,"['Comedy', 'Family']","['Alcon Entertainment', 'Summit Entertainment', 'Warner Bros. Pictures']",['US'],2005,6.0879,643,en,32,66,90754475,5.89,Average
50000000,99,"['Mystery', 'Thriller', 'Drama']","['Epsilon Motion Pictures', 'Regency Enterprises', 'New Regency Pictures', '20th Century Fox']","['CH', 'US']",2005,6.0529,1454,en,50,66,8342132,6.589,Flop
0,120,"['Drama', 'War']","['Santo Domingo Films', 'Altavista Films', 'MUVI Films', 'Lawrence Bender Productions', 'Organización Santo Domingo', 'A Band Apart', 'Lions Gate Films']","['US', 'MX', 'PR']",2005,5.7011,508,es,22,24,837000,8.2,Flop
818418,152,"['Crime', 'Drama']","['Cattleya', 'Crime Novel Films Limited', 'Babe Films', 'Warner Bros Pictures Italia']","['FR', 'IT', 'GB']",2005,6.6917,676,it,48,46,4851244,7.16,Flop
50000000,130,"['Crime', 'Drama', 'Family']","['ETIC Films', 'R.P. Productions', 'Runteam III Ltd.']","['CZ', 'FR', 'IT', 'GB']",2005,6.1021,1218,en,38,21,42580321,6.746,Flop
0,105,"['Comedy', 'Music', 'Romance']","['United Artists', 'Icon Entertainment International', 'GreeneStreet Films', 'Janus Films']","['GB', 'US']",2005,6.1906,149,en,87,158,2945242,5.931,Flop
0,97,"['Mystery', 'Thriller']","['All At Once', 'Becker Entertainment', 'Cutting Edge', 'Feed Productions']",['AU'],2005,5.8203,134,en,33,126,33004,5.541,Flop
25000000,94,"['Fantasy', 'Horror']","['Boll KG', 'Pitchblack Pictures', 'Herold Productions', 'Lighthouse Pictures']","['DE', 'CA', 'US']",2005,5.9333,598,en,49,112,3650275,4.167,Flop
15000000,102,"['Comedy', 'Crime', 'Mystery', 'Thriller']","['Silver Pictures', 'Warner Bros. Pictures']",['US'],2005,5.5499,2893,en,41,48,15785148,7.155,Flop
45000000,86,"['Comedy', 'Family']","['Runteldat Entertainment', 'Robert Simonds Productions', '20th Century Fox']",['US'],2005,5.4482,345,en,20,24,16809014,5.596,Flop
40000000,119,"['Comedy', 'Romance']","['Avery Pix', 'New Line Cinema', 'Tapestry Films']",['US'],2005,5.3432,4583,en,62,142,288500000,6.495,Hit
10000,0,"['Thriller', 'Mystery']",[],['US'],2005,5.6574,4,en,49,16,10000,6.8,Flop
85000000,136,"['Comedy', 'Romance']","['Relativity Media', 'Waverly Films', 'Universal Pictures', 'Columbia Pictures']",['US'],2006,19.7062,5473,en,67,44,205219880,7.093,Average
200000000,151,"['Adventure', 'Fantasy', 'Action']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']",['US'],2006,18.0847,16768,en,54,303,1066179747,7.374,Hit
150000000,144,"['Adventure', 'Action', 'Thriller']","['Metro-Goldwyn-Mayer', 'Columbia Pictures', 'EON Productions', 'Casino Royale Productions']","['GB', 'US']",2006,15.7877,11331,en,76,358,599045960,7.567,Hit
35000000,109,"['Drama', 'Comedy']","['Fox 2000 Pictures', '20th Century Fox', 'Wendy Finerman Productions']",['US'],2006,12.8447,12657,en,57,88,326706115,7.39,Hit
40000000,130,"['Drama', 'Mystery', 'Science Fiction']","['Warner Bros. Pictures', 'Touchstone Pictures', 'Newmarket Films', 'Syncopy']","['GB', 'US']",2006,12.6266,17057,en,50,71,109676311,8.206,Average
40000000,139,"['Action', 'Drama', 'History']","['Icon Entertainment International', 'Icon Productions', 'Touchstone Pictures']","['GB', 'US']",2006,11.3313,6011,en,39,469,120654337,7.595,Average
19000000,118,"['Fantasy', 'Drama', 'War']","['Estudios Picasso', 'Esperanto Filmoj', 'Tequila Gang', 'Telecinco']","['MX', 'ES', 'US']",2006,10.677,11166,es,31,131,83258226,7.757,Average
90000000,151,"['Drama', 'Thriller', 'Crime']","['Warner Bros. Pictures', 'Plan B Entertainment', 'Initial Entertainment Group', 'Vertigo Entertainment', 'Media Asia Films']","['HK', 'US']",2006,11.3869,15735,en,102,90,291465000,8.159,Hit
120000000,117,"['Animation', 'Adventure', 'Comedy', 'Family']",['Pixar'],['US'],2006,11.6217,14756,en,87,316,461983149,7.016,Hit
55000000,117,['Drama'],"['Escape Artists', 'Relativity Media', 'Columbia Pictures', 'Overbrook Entertainment']",['US'],2006,10.1886,10338,en,78,41,307077295,7.887,Hit
16500000,110,"['Fantasy', 'Drama', 'Thriller', 'Romance']","['Contagious Entertainment', 'Michael London Productions', 'Koppelman-Levien']",['US'],2006,9.0856,5159,en,60,67,87892388,7.296,Average
8000000,102,"['Comedy', 'Drama']","['Big Beach', 'Bona Fide Productions']",['US'],2006,8.9153,7593,en,44,135,100523181,7.692,Average
80000000,91,"['Animation', 'Family', 'Comedy', 'Adventure']","['20th Century Fox Animation', 'Blue Sky Studios', '20th Century Fox']",['US'],2006,9.1147,10136,en,70,171,660998756,6.7,Hit
24000000,102,['Drama'],"['Metro-Goldwyn-Mayer', 'Revolution Studios', 'Chartoff Productions', 'Winkler Films']",['US'],2006,9.2399,3694,en,60,180,155929020,6.877,Average
45000000,112,"['Adventure', 'Comedy', 'Drama']","['Paramount Pictures', 'ImageMovers', 'Laurence Mark Productions']",['US'],2006,8.5883,829,en,90,34,38399961,7.245,Flop
12000000,92,"['Comedy', 'Family', 'Adventure']","['Walt Disney Pictures', 'Boxing Cat Films', 'Outlaw Productions', 'Santa Frost Productions']",['US'],2006,8.6829,1146,en,58,72,84500122,5.575,Average
30000000,84,"['Comedy', 'Science Fiction', 'Adventure']","['20th Century Fox', 'Ternion Pictures']",['US'],2006,8.4634,3340,en,76,125,495303,6.361,Flop
54000000,132,"['Action', 'Thriller', 'Science Fiction']","['Virtual Studios', 'Anarchos Productions', 'Silver Pictures', 'Fünfte Babelsberg Film', 'Warner Bros. Productions', 'DC Vertigo']","['DE', 'GB', 'US']",2006,9.0369,15185,en,89,292,134686457,7.898,Average
35000000,92,['Comedy'],"['Paramount Pictures', 'Nickelodeon Movies', 'Black & White Productions', 'MP Inka']","['DE', 'US']",2006,8.7375,1774,en,52,135,99255460,6.5,Average
64000000,98,"['Comedy', 'Crime']","['Wayans Bros. Entertainment', 'Revolution Studios']",['US'],2006,7.2921,1844,en,36,190,101600000,5.93,Average
25000000,96,"['Drama', 'Action', 'Thriller', 'Crime']","['Emmett/Furla Films', 'VIP Medienfonds 4', 'Revelations Entertainment', 'Millennium Media', 'Nu Image Entertainment']","['US', 'DE']",2006,7.6596,530,en,37,57,5549200,5.72,Flop
110000000,108,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['1492 Pictures', '21 Laps Entertainment', '20th Century Fox', 'Ingenious Media', 'Sun Canada Productions']","['US', 'GB']",2006,7.3042,10678,en,45,112,574480841,6.593,Hit
76000000,109,"['Drama', 'Action', 'Thriller', 'Science Fiction']","['Universal Pictures', 'Strike Entertainment', 'Hit & Run Productions']","['GB', 'US']",2006,6.683,7580,en,79,379,70595464,7.611,Average
100000000,104,"['Fantasy', 'Action', 'Adventure', 'Family']","['Fox 2000 Pictures', 'Davis Entertainment', 'Dune Entertainment', 'Major Studio Partners', 'Mid Atlantic Films', '20th Century Fox', 'Ingenious Media']","['GB', 'US', 'HU']",2006,7.9612,3390,en,23,56,250425512,5.129,Hit
23000000,93,['Comedy'],"['Universal Pictures', 'Shady Acres Entertainment']","['US', 'AU']",2006,8.485,1675,en,62,51,38505009,6.436,Flop
50000000,87,"['Adventure', 'Animation', 'Comedy', 'Family']","['Universal Pictures', 'Imagine Entertainment']",['US'],2006,7.4311,544,en,44,57,69834815,6.508,Average
150000000,126,"['Adventure', 'Action', 'Thriller']","['Paramount Pictures', 'Cruise/Wagner Productions']",['US'],2006,7.9162,7394,en,54,275,398479497,6.755,Hit
160000000,98,"['Adventure', 'Action', 'Drama', 'Thriller']","['Virtual Studios', 'Radiant Productions', 'Next Entertainment', 'Irwin Allen Productions', 'Synthesis Entertainment', 'Warner Bros. Pictures']",['US'],2006,7.8582,2233,en,42,266,181700000,5.866,Average
33000000,85,['Comedy'],"['Revolution Studios', 'Happy Madison Productions']",['US'],2006,7.0135,913,en,43,129,65000000,5.842,Average
0,85,['Comedy'],"['Gaumont', 'EFVE', 'Kairos', 'TF1 Films Production']",['FR'],2006,7.4447,546,fr,25,19,29326868,5.964,Flop
20000000,105,"['Comedy', 'Romance']","['Lakeshore Entertainment', 'DreamWorks Pictures', ""The Donners' Company""]",['US'],2006,6.8833,3214,en,78,186,57194667,6.812,Average
17000000,122,"['Action', 'Crime', 'Drama', 'Thriller']","['True Grit Productions', 'International Production Company', 'Pierce/Williams Entertainment', 'Zero Gravity Management', 'New Line Cinema', 'Media 8 Entertainment', 'VIP 1 Medienfonds', 'VIP 2 Medienfonds', 'MDP Filmproduktion']","['DE', 'US']",2006,7.0108,1098,en,52,120,9500000,7.0,Flop
63700000,147,"['Crime', 'Fantasy', 'Drama']","['Constantin Film', 'VIP Medienfonds 4', 'NEF Productions', 'Davis Films', 'Castelao Productions', 'Rising Star Productions', 'DreamWorks Pictures', 'Summit Entertainment', 'Bernd Eichinger Productions']","['DE', 'FR', 'ES', 'US', 'BE']",2006,7.0893,4843,en,62,67,135039924,7.364,Average
33000000,85,['Comedy'],"['Revolution Studios', 'Happy Madison Productions']",['US'],2006,7.0135,913,en,43,129,65000000,5.842,Average
17000000,122,"['Action', 'Crime', 'Drama', 'Thriller']","['True Grit Productions', 'International Production Company', 'Pierce/Williams Entertainment', 'Zero Gravity Management', 'New Line Cinema', 'Media 8 Entertainment', 'VIP 1 Medienfonds', 'VIP 2 Medienfonds', 'MDP Filmproduktion']","['DE', 'US']",2006,7.0108,1098,en,52,120,9500000,7.0,Flop
30000000,87,"['Science Fiction', 'Action', 'Thriller']","['Ultravi Productions', 'Screen Gems', 'Salon Films']","['HK', 'US']",2006,6.9833,1670,en,27,165,31070211,5.228,Flop
30000000,92,"['Drama', 'Family', 'Romance']","['BBC Film', 'Phoenix Pictures', 'UK Film Council', 'Isle of Man Film', 'David Kirschner Productions', 'Grosvenor Park Productions', 'Summit Entertainment', 'The Weinstein Company']","['GB', 'US']",2006,6.9627,522,en,37,43,35078241,6.624,Flop
20000000,105,"['Comedy', 'Romance']","['Lakeshore Entertainment', 'DreamWorks Pictures', ""The Donners' Company""]",['US'],2006,6.8833,3214,en,78,186,57194667,6.812,Average
25000000,92,"['Horror', 'Mystery']","['New Line Cinema', 'Zide-Perry Productions', 'Hard Eight Pictures', 'Matinee Pictures', 'Practical Pictures']",['US'],2006,6.8379,4413,en,39,233,118890272,6.145,Average
223000000,154,"['Science Fiction', 'Action', 'Adventure']","['Warner Bros. Pictures', 'Legendary Pictures', 'Peters Entertainment', 'Bad Hat Harry Productions', 'DC']",['US'],2006,6.7389,4436,en,38,240,391081192,5.794,Hit
76000000,109,"['Drama', 'Action', 'Thriller', 'Science Fiction']","['Universal Pictures', 'Strike Entertainment', 'Hit & Run Productions']","['GB', 'US']",2006,6.683,7580,en,79,379,70595464,7.611,Average
80000000,84,"['Family', 'Comedy', 'Animation']",['DreamWorks Animation'],['US'],2006,6.626,4698,en,44,269,343397247,6.584,Hit
4000000,96,"['Comedy', 'Mystery']","['BBC Film', 'Ingenious Media', 'Phoenix Wiley Productions', 'Jelly Roll Productions']","['GB', 'US']",2006,6.6235,1697,en,54,100,39220946,6.591,Flop
100000000,143,"['Drama', 'Thriller', 'Action']","['Virtual Studios', 'Spring Creek Pictures', 'Bedford Falls Productions', 'Initial Entertainment Group', 'Lonely Film Productions', 'Warner Bros. Pictures', 'Liberty Pictures']","['DE', 'US']",2006,6.5885,8079,en,27,233,171700000,7.6,Average
0,84,['Comedy'],"['Gordonstreet Pictures', 'Garlin Pictures', 'Jersey Films']","['DE', 'US']",2006,6.4527,74,en,27,25,155000,5.2,Flop
50000000,99,"['Family', 'Comedy', 'Adventure']","['Columbia Pictures', 'Relativity Media', 'Red Wagon Entertainment', 'IMF Internationale Medien und Film 3 & Produktions', 'Waverly Films', 'Intermedia Films']","['DE', 'GB', 'US']",2006,6.4483,1756,en,31,60,87528173,5.886,Average
300000000,90,"['Animation', 'Science Fiction', 'Thriller']","['Madhouse', 'Sony Pictures']",['JP'],2006,6.4463,2712,ja,30,49,946590,7.817,Flop
40000000,93,"['Adventure', 'Action', 'Family']","['Isle of Man Film', 'Samuelson Productions', 'VIP Medienfonds 4', 'Rising Star Productions', 'UK Film Council', 'Capitol Films', 'EFD Films', 'The Weinstein Company']","['DE', 'GB', 'US']",2006,6.312,662,en,18,50,23900000,5.233,Flop
2000000,90,"['Thriller', 'Drama']",['Zyzzyx LLC'],['US'],2006,6.2832,16,en,9,11,30,4.8,Flop
8000000,93,"['Action', 'Crime', 'Thriller', 'Drama']","['Nu Image Bulgaria', 'Millennium Media']",['US'],2006,6.2442,877,en,20,42,1361,7.345,Flop
149000000,84,"['Adventure', 'Animation', 'Comedy', 'Family']","['DreamWorks Animation', 'Aardman']","['GB', 'US']",2006,6.222,3999,en,31,40,178120010,6.3,Average
9000000,86,"['Horror', 'Mystery']","['Spyglass Entertainment', 'Wonderland Sound and Vision', 'Hollywood Pictures', 'Endgame Entertainment']",['US'],2006,6.0949,801,en,21,75,27105095,5.792,Flop
26000000,137,"['Drama', 'Romance']","['New Line Cinema', 'Standard Film Company', 'Bona Fide Productions']",['US'],2006,6.0831,1095,en,83,39,14821658,7.067,Flop
31000000,125,"['Drama', 'Romance']","['Franchise Pictures', 'Scott Free Productions']","['GB', 'US']",2006,5.9738,826,en,35,102,28000000,6.7,Flop
0,105,"['Drama', 'Music']","['Paramount Pictures', 'Country Music Television (CMT)', 'Paramount Home Entertainment', 'ChickFlick Productions', 'MTV Films']",['US'],2006,5.9616,29,en,16,21,251775,7.4,Flop
700000,107,['Drama'],"['Hunting Lane Films', 'Journeyman Pictures', 'Original Media', 'Silverwood Films', 'Traction Media']",['US'],2006,5.9568,920,en,37,36,4911725,6.638,Flop
100000000,108,"['Animation', 'Comedy', 'Family']","['Kennedy Miller Productions', 'Animal Logic', 'Village Roadshow Pictures', 'Warner Bros. Pictures']","['AU', 'US']",2006,5.9515,5333,en,89,317,384335608,6.217,Hit
15000000,107,"['Horror', 'Thriller']","['Fox Searchlight Pictures', 'Craven-Maddalena Films', 'Major Studio Partners', 'Dune Entertainment']","['FR', 'US']",2006,5.9404,3236,en,19,138,69623713,6.45,Average
0,118,"['Drama', 'History']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Talent One', 'Buena Vista International', 'The Walt Disney Studios', 'Buena Vista Home Entertainment']",['US'],2006,5.8961,767,en,24,31,42647449,7.42,Flop
0,77,"['Horror', 'Thriller']","['Eskwad', 'StudioCanal', 'Castel Film']","['FR', 'RO']",2006,5.8954,573,fr,10,28,2727971,6.1,Flop
82500000,107,"['Comedy', 'Drama', 'Fantasy']","['Original Film', 'Revolution Studios', 'Columbia Pictures', 'Happy Madison Productions']",['US'],2006,5.894,7356,en,83,135,240685326,6.3,Hit
12000000,104,"['Music', 'Drama', 'Romance', 'Crime']","['Eketahuna LLC', 'Touchstone Pictures', 'Summit Entertainment', 'Offspring Entertainment']",['US'],2006,5.7675,3818,en,85,32,114197742,6.872,Average
35000000,96,"['Drama', 'Adventure', 'Science Fiction', 'Romance']","['Regency Enterprises', 'Protozoa Pictures', 'New Regency Pictures']",['US'],2006,5.7481,2984,en,41,93,15304890,6.9,Flop
55000000,105,"['Action', 'Adventure', 'Crime', 'Thriller']","['Alcon Entertainment', 'Cheyenne Enterprises', '16 Block Productions', ""The Donners' Company"", 'Millennium Media', 'Nu Image', 'ContentFilm', 'Emmett/Furla Films']","['DE', 'US', 'GB']",2006,5.7048,2031,en,84,180,65664721,6.446,Average
50000000,125,"['Horror', 'Mystery']","['Silent Hill DCP Inc.', 'Davis Films', 'Konami']","['CA', 'FR', 'JP']",2006,5.6018,4639,en,50,129,100605135,6.605,Average
25000000,143,['Drama'],"['Central Films', 'Zeta Film', 'Anonymous Content']","['FR', 'MX', 'US']",2006,5.562,3956,en,57,40,135330835,7.169,Average
51000000,93,"['Comedy', 'Family']","['New Regency Pictures', 'Corduroy Films']",['US'],2006,5.56,776,en,51,101,47231070,5.597,Average
85000000,86,"['Animation', 'Family', 'Adventure', 'Comedy']","['Sony Pictures Animation', 'Columbia Pictures']",['US'],2006,5.4994,2909,en,29,116,197300000,6.174,Average
9000000,92,"['Horror', 'Mystery']","['Dimension Films', '2929 Productions', 'Hard Eight Pictures', 'Adelstein/Parouse Productions', 'Hoban Segal Productions', 'Victor Solnicki Productions', 'Movie Central Network', 'Corus Studios']","['CA', 'US']",2006,5.4135,593,en,36,77,21510851,5.165,Flop
40000000,83,['Comedy'],"['Dimension Films', '415 Project', 'Brad Grey Pictures', 'Miramax']",['US'],2006,5.4113,3445,en,114,200,178710620,5.487,Average
18000000,108,"['Drama', 'Thriller', 'Crime', 'Romance']","['Emmett/Furla Films', 'Millennium Media', 'Nu Image Entertainment']","['US', 'DE']",2006,5.3946,363,en,21,49,2520000,6.0,Flop
150000000,138,"['Adventure', 'Fantasy']","['Warner Bros. Pictures', 'Heyday Films']","['GB', 'US']",2007,24.5592,20381,en,85,118,938212738,7.674,Hit
150000000,111,"['Animation', 'Comedy', 'Family', 'Fantasy']",['Pixar'],['US'],2007,17.5463,18015,en,26,392,623726000,7.835,Hit
300000000,169,"['Adventure', 'Fantasy', 'Action']","['Jerry Bruckheimer Films', 'Second Mate Productions', 'Walt Disney Pictures']",['US'],2007,17.837,15100,en,84,208,961691209,7.267,Hit
258000000,139,"['Action', 'Adventure', 'Science Fiction']","['Laura Ziskin Productions', 'Marvel Studios', 'Columbia Pictures']",['US'],2007,13.9895,14843,en,120,110,894983373,6.448,Hit
61000000,124,"['Drama', 'Action', 'Thriller']","['Paramount Pictures', 'di Bonaventura Pictures', 'Grosvenor Park Impact Productions']",['US'],2007,15.0675,5251,en,40,31,95700000,7.122,Average
160000000,93,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']","['DreamWorks Animation', 'Pacific Data Images']",['US'],2007,14.315,9526,en,42,48,813367380,6.301,Hit
75000000,87,"['Animation', 'Comedy', 'Family']","['Gracie Films', '20th Century Fox']",['US'],2007,13.1296,8362,en,19,71,527068851,7.015,Hit
25000000,122,"['Crime', 'Thriller', 'Western']","['Miramax', 'Paramount Vantage', 'Scott Rudin Productions', 'Mike Zoss Productions']",['US'],2007,12.3479,12871,en,52,110,171627166,7.947,Average
110000000,128,"['Action', 'Thriller']","['Dune Entertainment', 'Cheyenne Enterprises', 'Wintergreen Productions', '20th Century Fox', 'Ingenious Film Partners']","['GB', 'US']",2007,11.5071,6156,en,71,428,383531464,6.636,Hit
